Geo Point;Geo Shape;id_geofla;code_comm;insee_com;nom_comm;statut;x_chf_lieu;y_chf_lieu;x_centroid;y_centroid;z_moyen;superficie;population;code_cant;code_arr;code_dept;nom_dept;code_reg;nom_region;codgeo;reg;dep;cv;ze2010;libgeo;id_modif_g;p11_tot;p06_tot;p11_0014;p11_1529;p11_3044;p11_4559;p11_6074;p11_75p;p06_0014;p06_1529;p06_3044;p06_4559;p06_6074;p06_75p;dens_poptt;dens_pop75
49.0161420136, 2.59606893654;"{""type"": ""Polygon"", ""coordinates"": [[[2.575843102727704, 49.00028722504259], [2.571527822634021, 49.001530795809735], [2.565778810994143, 49.01239955999046], [2.577601761272502, 49.022674637834285], [2.601309902534438, 49.03516450620925], [2.610870139912925, 49.0314102979386], [2.619764410348823, 49.01944358831708], [2.627899530812729, 49.01556656325967], [2.627431455059782, 49.01221109550956], [2.624106168582785, 49.0070303067004], [2.614187540218617, 49.00823973858618], [2.575843102727704, 49.00028722504259]]]}";27772;291;77291;LE MESNIL-AMELOT;Commune simple;6701;68799;6704;68796;109;982;0.9;09;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77291;11;77;7709;0056;Le Mesnil-Amelot;ZZZZZZ;851.0;682.0;187.0;204.0;246.0;122.0;68.0;24.0;136.0;174.0;191.0;105.0;49.0;27.0;86.7;2.4
48.7497182303, 2.61583775274;"{""type"": ""Polygon"", ""coordinates"": [[[2.609143437774432, 48.72848948379298], [2.600915707459338, 48.72702316185406], [2.594679183112778, 48.73180512037294], [2.58775690488873, 48.744076584691555], [2.599551075662723, 48.750745444514074], [2.597543957657469, 48.76056927952616], [2.614816906164041, 48.76112090968348], [2.630852937169993, 48.76926618213997], [2.640856497812168, 48.76882898907623], [2.640676077628486, 48.76341404447459], [2.648481044467624, 48.75998355323814], [2.644772580400758, 48.755196719967], [2.618889417727315, 48.739952735322234], [2.609143437774432, 48.72848948379298]]]}";27110;249;77249;LESIGNY;Commune simple;6717;68494;6717;68500;98;1002;7.4;02;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77249;11;77;7702;1117;Lésigny;ZZZZZZ;7429.0;7571.0;1568.0;1120.0;1482.0;1617.0;1174.0;469.0;1650.0;1212.0;1672.0;1697.0;1025.0;316.0;741.4;46.8
48.9167295268, 2.60299399479;"{""type"": ""Polygon"", ""coordinates"": [[[2.612488578801798, 48.904334984017545], [2.592368235040986, 48.90770349751505], [2.589048825322238, 48.90997635320051], [2.59234172283145, 48.925023616586984], [2.602598431431983, 48.92935660275357], [2.616211972441303, 48.92478769962372], [2.612488578801798, 48.904334984017545]]]}";7039;139;77139;COURTRY;Commune simple;6709;68686;6709;68685;81;414;6.2;06;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77139;11;77;7706;0056;Courtry;ZZZZZZ;6280.0;5983.0;1352.0;1161.0;1277.0;1427.0;800.0;264.0;1237.0;1151.0;1332.0;1438.0;624.0;202.0;1516.9;63.7
48.7900855423, 2.66122415764;"{""type"": ""Polygon"", ""coordinates"": [[[2.705018822557864, 48.781542190706546], [2.704983402435262, 48.77817839028946], [2.699950616147495, 48.77777012534956], [2.6700311103346, 48.78123483711669], [2.668821087485199, 48.774611966770884], [2.649116072112569, 48.774798553383675], [2.626111882410298, 48.78721232660823], [2.626482767502998, 48.79054121157162], [2.63439208889191, 48.79429810568241], [2.627456544425447, 48.80285674849762], [2.628138389345263, 48.804612649523584], [2.651528665307597, 48.808838211457704], [2.656466293436372, 48.80342030775941], [2.676112468535689, 48.80128968036051], [2.680587790502669, 48.79524892929945], [2.695491082663284, 48.7934081307577], [2.705018822557864, 48.781542190706546]]]}";14157;390;77390;ROISSY-EN-BRIE;Chef-lieu canton;6743;68546;6751;68544;109;1370;22.3;33;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77390;11;77;7733;1117;Roissy-en-Brie;ZZZZZZ;22436.0;21230.0;5179.0;4722.0;5052.0;4381.0;2197.0;904.0;4857.0;4602.0;4794.0;4363.0;1812.0;801.0;1637.7;66.0
49.0387495499, 2.69702650217;"{""type"": ""Polygon"", ""coordinates"": [[[2.683022891761096, 49.02401531928544], [2.669688734386513, 49.0330971159634], [2.674880866956023, 49.0338126458528], [2.681073457801053, 49.04310874970068], [2.704830359900262, 49.050614589464686], [2.714731937043237, 49.05358776437453], [2.71925133893728, 49.04764594431006], [2.716295200737932, 49.04540906307808], [2.721333153275509, 49.034423967596034], [2.711601974830331, 49.035830685643475], [2.683022891761096, 49.02401531928544]]]}";28227;420;77420;SAINT-MARD;Commune simple;6777;68821;6778;68821;114;625;3.8;09;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77420;11;77;7709;0056;Saint-Mard;ZZZZZZ;3816.0;3625.0;853.0;711.0;880.0;820.0;409.0;143.0;749.0;717.0;881.0;836.0;318.0;124.0;610.6;22.8
48.858937632, 2.99380875199;"{""type"": ""Polygon"", ""coordinates"": [[[3.004428428662046, 48.84543669330286], [2.992793318346365, 48.83504025579668], [2.987956887387659, 48.83585826418432], [2.972897549938399, 48.84633303501733], [2.969540130225603, 48.85554132097937], [2.959749450233859, 48.862481171427106], [2.974752972532873, 48.86978770025819], [2.977095023929415, 48.87593943621926], [3.003326778007093, 48.87755133636841], [3.026689084265043, 48.86399581423879], [3.031456102235697, 48.857771379144765], [3.022351669345853, 48.85741369797101], [3.004428428662046, 48.84543669330286]]]}";18377;270;77270;MAISONCELLES-EN-BRIE;Commune simple;6993;68625;6995;68621;145;1361;0.9;07;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77270;11;77;7707;1102;Maisoncelles-en-Brie;ZZZZZZ;855.0;799.0;172.0;129.0;163.0;181.0;106.0;104.0;179.0;106.0;177.0;156.0;84.0;98.0;62.8;7.7
48.8533372475, 1.77379972597;"{""type"": ""Polygon"", ""coordinates"": [[[1.778040029701332, 48.83230593170074], [1.773433984842906, 48.83177307881298], [1.761115691939305, 48.841036344656345], [1.766417446088826, 48.85020245999331], [1.759018234848263, 48.85873351985455], [1.758615585922181, 48.86876694030939], [1.775130925407737, 48.872615718596556], [1.786653820487447, 48.86201201531088], [1.786929122651837, 48.85545799587391], [1.791696954851194, 48.85439994266363], [1.778040029701332, 48.83230593170074]]]}";15904;681;78681;VILLIERS-LE-MAHIEU;Commune simple;6099;68629;6100;68621;124;690;0.7;15;2;78;YVELINES;11;ILE-DE-FRANCE;78681;11;78;7815;1113;Villiers-le-Mahieu;ZZZZZZ;700.0;692.0;161.0;84.0;174.0;120.0;132.0;29.0;158.0;94.0;178.0;150.0;94.0;19.0;101.4;4.2
48.9869955946, 1.7891449839;"{""type"": ""Polygon"", ""coordinates"": [[[1.785941216716311, 48.96804160348277], [1.785987787017788, 48.97833041960955], [1.771521697733839, 48.98227507410882], [1.775443489268062, 48.98863740840674], [1.778641440656495, 48.99501918024087], [1.795654191850425, 49.002196750831125], [1.797852557313337, 49.00879268566314], [1.801504360489848, 48.98501552998952], [1.792267113128664, 48.969742263957755], [1.785941216716311, 48.96804160348277]]]}";31584;314;78314;ISSOU;Commune simple;6116;68772;6113;68770;65;477;4.5;10;1;78;YVELINES;11;ILE-DE-FRANCE;78314;11;78;7810;1110;Issou;ZZZZZZ;4552.0;4468.0;1261.0;844.0;1171.0;865.0;320.0;90.0;1233.0;886.0;1203.0;809.0;272.0;65.0;954.3;19.0
48.8642310591, 1.82382085659;"{""type"": ""Polygon"", ""coordinates"": [[[1.824846561093918, 48.85069170303195], [1.812676496076099, 48.85306295715326], [1.805999684100542, 48.860128943453965], [1.812093036669432, 48.86968741948893], [1.823215343381163, 48.87645290713889], [1.832123740673995, 48.8786897237685], [1.838398469990262, 48.87125874611234], [1.837521034148487, 48.856814659361284], [1.824653951443118, 48.85379282403673], [1.824846561093918, 48.85069170303195]]]}";11636;364;78364;MARCQ;Commune simple;6133;68628;6137;68633;134;479;0.7;15;2;78;YVELINES;11;ILE-DE-FRANCE;78364;11;78;7815;1113;Marcq;ZZZZZZ;711.0;682.0;147.0;119.0;142.0;176.0;95.0;32.0;146.0;115.0;145.0;154.0;91.0;30.0;148.4;6.7
48.9369496826, 1.82537874212;"{""type"": ""Polygon"", ""coordinates"": [[[1.817965063734215, 48.92273757401146], [1.814567765432088, 48.92868479104143], [1.821258803684943, 48.94482227471772], [1.828202501401088, 48.9535690219055], [1.830224630775784, 48.950486042671244], [1.837116496938948, 48.93783633543374], [1.827724091401043, 48.929965401114394], [1.82897157103415, 48.92669493070995], [1.817965063734215, 48.92273757401146]]]}";20127;230;78230;LA FALAISE;Commune simple;6143;68722;6139;68714;97;304;0.6;07;1;78;YVELINES;11;ILE-DE-FRANCE;78230;11;78;7807;1111;La Falaise;ZZZZZZ;607.0;616.0;117.0;99.0;127.0;160.0;80.0;25.0;136.0;111.0;147.0;142.0;70.0;12.0;199.7;8.2
49.1479445539, 1.98371194234;"{""type"": ""Polygon"", ""coordinates"": [[[1.9820719819381, 49.13082043500353], [1.960922717983235, 49.14482839390474], [1.960146791379805, 49.14797771668365], [1.977989499540044, 49.164126256642575], [1.99150742541577, 49.168403211122374], [1.989517731345861, 49.162856877288306], [1.995860194305207, 49.15889980306313], [2.001783968527139, 49.150299351141435], [2.003901537293639, 49.13783672151743], [2.000269375996584, 49.13573854568573], [1.9820719819381, 49.13082043500353]]]}";13892;370;95370;MARINES;Chef-lieu canton;6258;68943;6258;68947;133;828;3.3;17;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95370;11;95;9517;1119;Marines;ZZZZZZ;3313.0;3165.0;700.0;579.0;708.0;699.0;328.0;299.0;656.0;615.0;698.0;618.0;325.0;252.0;400.1;36.2
48.8311448714, 2.01309155931;"{""type"": ""Polygon"", ""coordinates"": [[[2.024795938684653, 48.81185322308426], [2.000393007511672, 48.81393621922676], [1.99591420176333, 48.827282096167586], [1.983641156520402, 48.83353729393051], [1.986776831100443, 48.83973385896413], [2.000680939329158, 48.84368229076944], [2.005748582886912, 48.84947168439245], [2.015453779561647, 48.84864355276476], [2.026442873406542, 48.84253662737093], [2.035476598494873, 48.845505868541316], [2.041544969402519, 48.843045322487725], [2.030934464499963, 48.83181622217191], [2.034785406512311, 48.82617208369645], [2.024795938684653, 48.81185322308426]]]}";22435;674;78674;VILLEPREUX;Commune simple;6267;68593;6275;68594;110;1042;9.9;22;3;78;YVELINES;11;ILE-DE-FRANCE;78674;11;78;7822;1116;Villepreux;ZZZZZZ;9888.0;9859.0;2182.0;1698.0;2195.0;2148.0;1157.0;508.0;2282.0;1750.0;2390.0;2010.0;1065.0;362.0;948.9;48.8
49.0168822847, 2.06347463401;"{""type"": ""Polygon"", ""coordinates"": [[[2.071694219065903, 49.00170883563479], [2.064428878664958, 49.00820802706962], [2.040594242711128, 49.0256902111738], [2.038230126645515, 49.03372851574129], [2.053200645141348, 49.025007938757234], [2.080873779614281, 49.01900020300508], [2.080193059914825, 49.015748704068265], [2.084914920835884, 49.014678714883665], [2.071694219065903, 49.00170883563479]]]}";1702;450;95450;NEUVILLE-SUR-OISE;Commune simple;6311;68798;6314;68800;36;424;2.0;39;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95450;11;95;9539;1119;Neuville-sur-Oise;ZZZZZZ;1994.0;1560.0;351.0;324.0;349.0;545.0;257.0;168.0;306.0;271.0;321.0;450.0;137.0;75.0;470.3;39.6
49.0064171984, 1.91317556338;"{""type"": ""Polygon"", ""coordinates"": [[[1.881045108482124, 48.993778576454226], [1.888038124493546, 48.99843898037421], [1.905287818148652, 49.004856619232626], [1.89970823313457, 49.01401423402693], [1.907059474812614, 49.01225586061764], [1.914951705162497, 49.01598751049584], [1.919474002824033, 49.01482327630957], [1.936111079053105, 49.01021472816334], [1.937101530401388, 49.00657244194944], [1.881045108482124, 48.993778576454226]]]}";8136;401;78401;MEULAN-EN-YVELINES;Chef-lieu canton;6199;68790;6204;68790;46;344;8.9;14;1;78;YVELINES;11;ILE-DE-FRANCE;78401;11;78;7814;1111;Meulan-en-Yvelines;ZZZZZZ;8921.0;8727.0;1863.0;1769.0;2034.0;1636.0;1023.0;596.0;1728.0;1879.0;2016.0;1583.0;976.0;546.0;2593.3;173.2
48.9143168349, 1.91476236453;"{""type"": ""Polygon"", ""coordinates"": [[[1.934094509663578, 48.90463470175786], [1.927411768331718, 48.89923280362997], [1.911970051642103, 48.90118004936409], [1.90351147945369, 48.90509610764853], [1.893883069035277, 48.917131010342224], [1.883579452390072, 48.91717033965145], [1.901141392312236, 48.929473977877386], [1.917692243100327, 48.92449832392558], [1.936385726810035, 48.91935956008461], [1.942011279123978, 48.913833383996625], [1.931973586547568, 48.90760169228937], [1.934094509663578, 48.90463470175786]]]}";27941;010;78010;LES ALLUETS-LE-ROI;Commune simple;6207;68687;6204;68688;180;744;1.2;17;3;78;YVELINES;11;ILE-DE-FRANCE;78010;11;78;7817;1111;Les Alluets-le-Roi;ZZZZZZ;1211.0;1209.0;252.0;162.0;224.0;304.0;206.0;64.0;270.0;158.0;276.0;305.0;147.0;53.0;162.8;8.6
48.9549709174, 1.54155385963;"{""type"": ""Polygon"", ""coordinates"": [[[1.572177855946426, 48.95305960516538], [1.562163432609657, 48.94531305472477], [1.534334091345736, 48.938104534610474], [1.516311707354905, 48.943881842031125], [1.501523819798869, 48.94105360612816], [1.51099581994555, 48.95357446608219], [1.523092236760799, 48.96138694277558], [1.528356055028505, 48.96988791492344], [1.535812537405465, 48.965122512011966], [1.550131888333591, 48.96448705770401], [1.565940138380831, 48.97770009884737], [1.575900903993597, 48.97817852394166], [1.579152653836576, 48.97568087288031], [1.561275843680682, 48.96308334048139], [1.563134513182016, 48.95662106411865], [1.572177855946426, 48.95305960516538]]]}";18653;107;78107;BREVAL;Commune simple;5925;68725;5931;68737;138;1151;2.0;02;1;78;YVELINES;11;ILE-DE-FRANCE;78107;11;78;7802;1110;Bréval;ZZZZZZ;1942.0;1865.0;367.0;326.0;329.0;442.0;308.0;169.0;377.0;309.0;393.0;403.0;256.0;127.0;168.7;14.7
48.7543239729, 1.65394025504;"{""type"": ""Polygon"", ""coordinates"": [[[1.622704864698465, 48.74015371238931], [1.624960005496309, 48.74903124494098], [1.621476657302359, 48.764526088429484], [1.614959063245331, 48.7722136229457], [1.619741651210636, 48.77147739925579], [1.629702586948254, 48.763208489336094], [1.682456122950428, 48.76315446061685], [1.692709642826913, 48.76120723777669], [1.695020420419677, 48.758030215917096], [1.675093053798293, 48.74340028934991], [1.63566742750752, 48.74426956398518], [1.622704864698465, 48.74015371238931]]]}";23221;096;78096;BOURDONNE;Commune simple;6017;68514;6010;68513;126;1092;0.5;08;1;78;YVELINES;11;ILE-DE-FRANCE;78096;11;78;7808;1109;Bourdonné;ZZZZZZ;502.0;466.0;90.0;59.0;96.0;119.0;99.0;39.0;72.0;71.0;90.0;139.0;63.0;31.0;46.0;3.6
49.1131430873, 1.70369582464;"{""type"": ""Polygon"", ""coordinates"": [[[1.707504073750304, 49.09395066184056], [1.703512461579356, 49.09203725947743], [1.699708734307292, 49.09410940181723], [1.686155654225881, 49.107495607933835], [1.676497273821094, 49.10811808272979], [1.669674675222455, 49.11725093898675], [1.671303288709839, 49.12746612762731], [1.674439567061035, 49.13930738374049], [1.69205895594878, 49.1286647129936], [1.721887404881838, 49.12205237087824], [1.732988672780459, 49.114607408528386], [1.738291020099606, 49.1145642323122], [1.744997293120355, 49.10519258142669], [1.740923253177374, 49.09925106170881], [1.736353666879552, 49.10075879443743], [1.707504073750304, 49.09395066184056]]]}";23538;150;95150;CHAUSSY;Commune simple;6044;68921;6053;68911;132;1475;0.6;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95150;11;95;9516;1119;Chaussy;ZZZZZZ;627.0;647.0;144.0;104.0;156.0;140.0;52.0;31.0;162.0;117.0;159.0;128.0;45.0;36.0;42.5;2.1
49.2131541909, 1.70318156018;"{""type"": ""Polygon"", ""coordinates"": [[[1.671824653107445, 49.18089302481719], [1.670536993515367, 49.18990645091225], [1.675944111513583, 49.19947908705337], [1.673193196726284, 49.205625989350025], [1.676291302225159, 49.2121878488195], [1.699560828118972, 49.22611695709027], [1.704364206596587, 49.23220177513769], [1.710967368713684, 49.23719070733741], [1.740453152102056, 49.223440195314126], [1.735820917820505, 49.222007059688934], [1.7331944987452, 49.212107081532686], [1.71564145630951, 49.20601396743051], [1.715546355609403, 49.20265915797095], [1.706339192557918, 49.19990817936157], [1.701581484912837, 49.20578236740154], [1.696483244812612, 49.20552052229938], [1.682786591167123, 49.195876550715276], [1.681200576321076, 49.182740440072266], [1.671824653107445, 49.18089302481719]]]}";13186;541;95541;SAINT-CLAIR-SUR-EPTE;Commune simple;6037;69016;6055;69022;85;1225;0.9;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95541;11;95;9516;1119;Saint-Clair-sur-Epte;ZZZZZZ;958.0;869.0;240.0;145.0;216.0;160.0;87.0;110.0;196.0;157.0;172.0;159.0;79.0;106.0;78.2;9.0
48.9747939435, 1.71205571778;"{""type"": ""Polygon"", ""coordinates"": [[[1.719225650236263, 48.96143890639883], [1.702412125265693, 48.96364142556004], [1.697464993727427, 48.964837892339666], [1.696707401456262, 48.97816699850746], [1.686219936897183, 48.978493266332556], [1.702551852028804, 48.98923824466603], [1.718442276019403, 48.982691026820376], [1.727270503353249, 48.984862474818065], [1.732468928463615, 48.97789371939259], [1.729985015629497, 48.96828047045694], [1.723572116636314, 48.96297817709694], [1.719225650236263, 48.96143890639883]]]}";35290;362;78362;MANTES-LA-VILLE;Chef-lieu canton;6056;68756;6057;68757;53;624;19.2;33;1;78;YVELINES;11;ILE-DE-FRANCE;78362;11;78;7833;1110;Mantes-la-Ville;ZZZZZZ;19839.0;18506.0;4391.0;4169.0;4162.0;3512.0;2327.0;1278.0;4098.0;3663.0;3886.0;3630.0;2100.0;1128.0;3179.3;204.7
48.2049342796, 2.60096783271;"{""type"": ""Polygon"", ""coordinates"": [[[2.595699642521366, 48.17121980172704], [2.586158091363051, 48.17344528778088], [2.575878169176844, 48.188777664548596], [2.56873748826155, 48.193133879701605], [2.570277154691191, 48.195766932471116], [2.564511756182748, 48.1996599730302], [2.590311407571621, 48.21032493643899], [2.585043807300659, 48.22623287887671], [2.586584971201523, 48.232338825995086], [2.605493107534132, 48.2342120145714], [2.60559947708919, 48.23079319670648], [2.623787912708976, 48.22028901068267], [2.638297853765369, 48.217077081103696], [2.639542389188002, 48.21227599665111], [2.62753353482735, 48.20277288355823], [2.631221966887115, 48.20079589819393], [2.623219494123247, 48.196181647851354], [2.60786351755213, 48.19435004518177], [2.595699642521366, 48.17121980172704]]]}";27950;011;77011;AUFFERVILLE;Commune simple;6709;67905;6703;67894;109;1775;0.6;04;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77011;11;77;7704;1107;Aufferville;ZZZZZZ;547.0;521.0;124.0;76.0;129.0;133.0;33.0;52.0;114.0;72.0;145.0;101.0;55.0;32.0;30.8;2.9
48.5711806547, 2.62717330981;"{""type"": ""Polygon"", ""coordinates"": [[[2.611346765747545, 48.53648818663001], [2.596554393401112, 48.54533570284682], [2.609119683507292, 48.560859174376546], [2.611687865112841, 48.57822894952859], [2.600792369669901, 48.59015681218267], [2.616541425707575, 48.59485918949391], [2.64471747740038, 48.59337243572722], [2.651945152617561, 48.58930090676353], [2.655556566386534, 48.5803520033554], [2.653261333791765, 48.560483280324334], [2.640303154081065, 48.55887057703915], [2.629514783680537, 48.553305163090386], [2.612018020373649, 48.5427963939412], [2.611346765747545, 48.53648818663001]]]}";8755;495;77495;VERT-SAINT-DENIS;Commune simple;6720;68296;6724;68301;81;1619;7.0;42;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77495;11;77;7742;1105;Vert-Saint-Denis;ZZZZZZ;6986.0;7129.0;1432.0;1258.0;1321.0;1549.0;969.0;457.0;1455.0;1403.0;1423.0;1640.0;855.0;353.0;431.5;28.2
48.264688049, 2.66647381403;"{""type"": ""Polygon"", ""coordinates"": [[[2.694066887840286, 48.2376146865336], [2.685103689146549, 48.240929309119416], [2.664760480587355, 48.23939773611838], [2.665887621062795, 48.25283450119584], [2.662610717481553, 48.255407523061734], [2.649222313770231, 48.250707770160204], [2.643304588073958, 48.245228458094616], [2.633516928129956, 48.24634123185634], [2.628008702896882, 48.253765125497516], [2.630231513392097, 48.25956658824017], [2.633587908846343, 48.276843392034294], [2.644657251161642, 48.28439006936358], [2.663121282750378, 48.289374684839714], [2.692661479244638, 48.29157849095317], [2.691918501131515, 48.289516152549304], [2.691891785314876, 48.2871677559396], [2.69273304256243, 48.27699381437176], [2.686853559577977, 48.268358766979375], [2.707064881520902, 48.24238941518939], [2.694066887840286, 48.2376146865336]]]}";26432;431;77431;SAINT-PIERRE-LES-NEMOURS;Commune simple;6762;67961;6752;67960;86;2169;5.6;24;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77431;11;77;7724;1107;Saint-Pierre-lès-Nemours;ZZZZZZ;5575.0;5753.0;979.0;860.0;957.0;1262.0;886.0;631.0;1047.0;936.0;1058.0;1396.0;733.0;583.0;257.0;29.1
48.8577766033, 2.74039391563;"{""type"": ""Polygon"", ""coordinates"": [[[2.742705894974971, 48.8472105859684], [2.732076461128302, 48.85266418343803], [2.727542158243183, 48.859758624516296], [2.72966082840541, 48.869098369108116], [2.742350580263269, 48.863955280951444], [2.75211136727975, 48.86372408637131], [2.752336968526274, 48.850675350029924], [2.742705894974971, 48.8472105859684]]]}";29366;085;77085;CHANTELOUP-EN-BRIE;Commune simple;6808;68616;6809;68620;113;317;2.1;43;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77085;11;77;7743;1102;Chanteloup-en-Brie;ZZZZZZ;2403.0;1860.0;573.0;457.0;611.0;455.0;212.0;96.0;458.0;380.0;469.0;356.0;115.0;82.0;758.0;30.2
48.4200104372, 2.76978734105;"{""type"": ""Polygon"", ""coordinates"": [[[2.754298277829458, 48.41149931025777], [2.747467357332916, 48.41568635839664], [2.745934849934959, 48.42518340876394], [2.745602056765422, 48.42970791997405], [2.760988880552307, 48.42902019722039], [2.773476338756834, 48.42348487805597], [2.803886568269399, 48.42403385235727], [2.801192563203822, 48.4179927196444], [2.78782787132813, 48.41420002032697], [2.754298277829458, 48.41149931025777]]]}";25413;442;77442;SAMOREAU;Commune simple;6818;68139;6829;68133;82;563;2.3;13;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77442;11;77;7713;1105;Samoreau;ZZZZZZ;2328.0;2290.0;464.0;372.0;427.0;551.0;359.0;156.0;463.0;363.0;491.0;528.0;328.0;115.0;413.5;27.7
48.844790279, 2.78754866071;"{""type"": ""Polygon"", ""coordinates"": [[[2.784713375296714, 48.828119632088196], [2.773157509908387, 48.83862958254489], [2.776537471062975, 48.84471545950056], [2.774425337223677, 48.85104279033235], [2.772175944551038, 48.85435704806223], [2.786366061184545, 48.860264800291986], [2.800218190696758, 48.86272588334545], [2.79838968601846, 48.85620273605304], [2.796167202782692, 48.84252016539362], [2.802347486268761, 48.82961600959074], [2.784713375296714, 48.828119632088196]]]}";35599;449;77449;SERRIS;Commune simple;6843;68606;6844;68605;128;569;7.6;43;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77449;11;77;7743;1102;Serris;ZZZZZZ;7866.0;6061.0;1755.0;1983.0;2044.0;1248.0;543.0;294.0;1420.0;1992.0;1671.0;751.0;176.0;51.0;1382.4;51.7
49.0705440359, 2.8176701421;"{""type"": ""Polygon"", ""coordinates"": [[[2.78697526842212, 49.04793799046736], [2.785061929536181, 49.05082089483748], [2.775686451213009, 49.051918714903294], [2.774018319598256, 49.0548648324097], [2.779756899140803, 49.05983883067364], [2.806404926083622, 49.06852554594761], [2.800611663215221, 49.08755081326065], [2.791730402174472, 49.090143227676705], [2.809254131503964, 49.09753612658576], [2.82567164801551, 49.085153122184074], [2.835205990489027, 49.082999663658214], [2.844946476902459, 49.084882814638156], [2.856075657338497, 49.07003392644551], [2.857407422617068, 49.063480740616114], [2.836927238001141, 49.06233974707599], [2.821153884292031, 49.05351458423769], [2.805349614006752, 49.054362201311335], [2.78697526842212, 49.04793799046736]]]}";18321;344;77344;OISSERY;Commune simple;6866;68856;6866;68856;104;1513;2.1;09;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77344;11;77;7709;0056;Oissery;ZZZZZZ;2124.0;2152.0;568.0;391.0;607.0;407.0;110.0;41.0;591.0;460.0;609.0;366.0;82.0;44.0;140.4;2.7
48.866827281, 2.81442274783;"{""type"": ""Polygon"", ""coordinates"": [[[2.834509512037866, 48.859378786826184], [2.814432634017068, 48.85568010241282], [2.79838968601846, 48.85620273605304], [2.800218190696758, 48.86272588334545], [2.803626486075426, 48.87701261329293], [2.818912662614894, 48.880301190562044], [2.828654135152852, 48.8784719547391], [2.823383877222938, 48.872582822786846], [2.827151311351161, 48.86294767617274], [2.835635799914221, 48.86095414897567], [2.834509512037866, 48.859378786826184]]]}";12713;268;77268;MAGNY-LE-HONGRE;Commune simple;6863;68625;6863;68629;118;464;5.9;43;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77268;11;77;7743;1102;Magny-le-Hongre;ZZZZZZ;6580.0;4954.0;1754.0;1755.0;1922.0;843.0;234.0;72.0;1151.0;1738.0;1370.0;501.0;152.0;43.0;1418.1;15.5
48.9170644275, 2.83057358355;"{""type"": ""Polygon"", ""coordinates"": [[[2.846989260812537, 48.90748100381857], [2.836505202019267, 48.90097432308523], [2.82852520453393, 48.90520778957943], [2.823919381205963, 48.90371728880766], [2.806567628004383, 48.91476066779132], [2.805507425200231, 48.91733087777842], [2.829755729893909, 48.93355458484591], [2.851211107057975, 48.924329723511704], [2.846989260812537, 48.90748100381857]]]}";23752;232;77232;ISLES-LES-VILLENOY;Commune simple;6872;68679;6875;68685;51;702;0.9;31;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77232;11;77;7731;1102;Isles-lès-Villenoy;ZZZZZZ;911.0;846.0;252.0;154.0;253.0;162.0;67.0;22.0;253.0;114.0;260.0;134.0;63.0;22.0;129.8;3.2
48.4686137503, 2.86415645196;"{""type"": ""Polygon"", ""coordinates"": [[[2.85980342535752, 48.45000466442291], [2.84688875415475, 48.45459479736024], [2.846910815785703, 48.46094616427512], [2.839822407799942, 48.46560583678417], [2.84251226377563, 48.47532526884175], [2.832666379420956, 48.48259863272973], [2.840276457050201, 48.48088186605139], [2.843660509012995, 48.485015557770744], [2.88355135693566, 48.480095544864824], [2.889286463445959, 48.47466739423088], [2.894400882898483, 48.47457309503229], [2.89106611513354, 48.46464734147678], [2.873034998742789, 48.453231222598376], [2.85980342535752, 48.45000466442291]]]}";13985;354;77354;PAMFOU;Commune simple;6905;68179;6899;68187;115;1039;0.9;05;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77354;11;77;7705;1105;Pamfou;ZZZZZZ;936.0;916.0;223.0;148.0;227.0;209.0;85.0;45.0;229.0;155.0;255.0;176.0;70.0;30.0;90.1;4.3
